SpecID,PassNonPass,IOCOrder,BLFamilyLatin,BLFamilyEnglish,BLFamSequID,Taxo,Scientific,Scientific.aou,English,Diet-Inv,Diet-Vend,Diet-Vect,Diet-Vfish,Diet-Vunk,Diet-Scav,Diet-Fruit,Diet-Nect,Diet-Seed,Diet-PlantO,Diet-5Cat,Diet-Source,Diet-Certainty,Diet-EnteredBy,ForStrat-watbelowsurf,ForStrat-wataroundsurf,ForStrat-ground,ForStrat-understory,ForStrat-midhigh,ForStrat-canopy,ForStrat-aerial,PelagicSpecialist,ForStrat-Source,ForStrat-SpecLevel,ForStrat-EnteredBy,Nocturnal,BodyMass_Value,BodyMass-Source,BodyMass-SpecLevel,BodyMass-Comment,Record-Comment
9980,Passeriformes,Passeriformes,Aegithalidae,Long-tailed Tits,157,BL3,Psaltria exilis,Psaltria exilis,Pygmy Tit,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_13,A,Carolina,0,0,0,70,30,0,0,0,Ref_38,1,Jessica,0,4,PrimScale,1,MarceloR,
9986,Passeriformes,Passeriformes,Hirundinidae,Swallows and martins,156,BL3,Pseudochelidon eurystomina,Pseudochelidon eurystomina,African River-martin,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_9,A,Carolina,0,0,0,0,0,0,100,0,Ref_9,1,Jessica,0,26,PrimScale,1,MarceloR,
9992,Passeriformes,Passeriformes,Hirundinidae,Swallows and martins,156,BL3,Tachycineta bicolor,Tachycineta bicolor,Tree Swallow,90,0,0,0,0,0,10,0,0,0,Invertebrate,Ref_9,A,Carolina,0,0,20,20,20,20,20,0,Ref_9,1,Jessica,0,21.2,Dunning08,1,,
9993,Passeriformes,Passeriformes,Hirundinidae,Swallows and martins,156,BL3,Tachycineta albilinea,Tachycineta albilinea,Mangrove Swallow,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_9,A,Carolina,0,0,0,40,60,0,0,0,Ref_9,1,Jessica,0,16.7,Dunning08,1,,
9995,Passeriformes,Passeriformes,Hirundinidae,Swallows and martins,156,BL3,Tachycineta stolzmanni,Tachycineta stolzmanni,Tumbes Swallow,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_9,C,Carolina,0,0,0,40,60,0,0,0,Ref_9,1,Jessica,0,11.3,Dunning08,1,,
9996,Passeriformes,Passeriformes,Hirundinidae,Swallows and martins,156,BL3,Tachycineta albiventer,Tachycineta albiventer,White-winged Swallow,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_9,A,Carolina,0,0,0,80,20,0,0,0,Ref_9,1,Jessica,0,17.7,Dunning08,1,,
9997,Passeriformes,Passeriformes,Hirundinidae,Swallows and martins,156,BL3,Tachycineta leucorrhoa,Tachycineta leucorrhoa,White-rumped Swallow,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_9,A,Carolina,0,0,0,80,20,0,0,0,Ref_9,1,Jessica,0,15.3,Dunning08,1,,
9998,Passeriformes,Passeriformes,Hirundinidae,Swallows and martins,156,BL3,Tachycineta meyeni,Tachycineta meyeni,Chilean Swallow,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_9,A,Carolina,0,0,0,80,20,0,0,0,Ref_9,1,Jessica,0,14.9,Dunning08,1,,
9999,Passeriformes,Passeriformes,Hirundinidae,Swallows and martins,156,BL3,Tachycineta thalassina,Tachycineta thalassina,Violet-green Swallow,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_9,A,Carolina,0,0,20,20,20,20,20,0,Ref_9,1,Jessica,0,14.14,Dunning08,1,,
10000,Passeriformes,Passeriformes,Hirundinidae,Swallows and martins,156,BL3,Tachycineta cyaneoviridis,Tachycineta cyaneoviridis,Bahama Swallow,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_9,A,Carolina,0,0,0,30,20,20,30,0,Ref_9,1,Jessica,0,17.5,Dunning08,1,,
10001,Passeriformes,Passeriformes,Hirundinidae,Swallows and martins,156,BL3,Tachycineta euchrysea,Tachycineta euchrysea,Golden Swallow,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_9,A,Carolina,0,0,0,80,20,0,0,0,Ref_9,1,Jessica,0,17.01,GenAvg,0,,
10005,Passeriformes,Passeriformes,Hirundinidae,Swallows and martins,156,BL3,Progne subis,Progne subis,Purple Martin,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_9,A,Carolina,0,0,20,20,20,20,20,0,Ref_9,1,Jessica,0,53.79,Dunning08,1,,
10006,Passeriformes,Passeriformes,Hirundinidae,Swallows and martins,156,BL3,Progne cryptoleuca,Progne cryptoleuca,Cuban Martin,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_9,A,Carolina,0,0,0,50,50,0,0,0,Ref_9,1,Jessica,0,46,Dunning08,1,,
10007,Passeriformes,Passeriformes,Hirundinidae,Swallows and martins,156,BL3,Progne dominicensis,Progne dominicensis,Caribbean Martin,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_9,A,Carolina,0,0,0,30,20,20,30,0,Ref_9,1,Jessica,0,39.6,Dunning08,1,,
10008,Passeriformes,Passeriformes,Hirundinidae,Swallows and martins,156,BL3,Progne sinaloae,Progne sinaloae,Sinaloa Martin,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_9,D1,Carolina,0,0,0,50,50,0,0,0,Ref_9,1,Jessica,0,42.6,Dunning08,1,,
10009,Passeriformes,Passeriformes,Hirundinidae,Swallows and martins,156,BL3,Progne chalybea,Progne chalybea,Grey-breasted Martin,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_9,A,Carolina,0,0,20,20,20,20,20,0,Ref_9,1,Jessica,0,42.9,PrimScale,1,,
10011,Passeriformes,Passeriformes,Hirundinidae,Swallows and martins,156,BL3,Progne modesta,Progne modesta,Galapagos Martin,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_9,A,Carolina,0,0,0,70,30,0,0,0,Ref_9,1,Jessica,0,41.98,GenAvg,0,,
10015,Passeriformes,Passeriformes,Hirundinidae,Swallows and martins,156,BL3,Progne tapera,Progne tapera,Brown-chested Martin,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_9,A,Carolina,0,0,0,30,20,20,30,0,Ref_9,1,Jessica,0,32,Dunning08,1,,
10020,Passeriformes,Passeriformes,Hirundinidae,Swallows and martins,156,BL3,Notiochelidon murina,Notiochelidon murina,Brown-bellied Swallow,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_9,A,Carolina,0,0,0,30,20,20,30,0,Ref_9,1,Jessica,0,11.7,Dunning08,1,,
10021,Passeriformes,Passeriformes,Hirundinidae,Swallows and martins,156,BL3,Pygochelidon cyanoleuca,Pygochelidon cyanoleuca,Blue-and-white Swallow,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_9,A,Carolina,0,0,0,0,100,0,0,0,Ref_9,1,Jessica,0,9.7,Dunning08,1,,
10024,Passeriformes,Passeriformes,Hirundinidae,Swallows and martins,156,BL3,Notiochelidon flavipes,Notiochelidon flavipes,Pale-footed Swallow,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_9,D1,Carolina,0,0,0,30,20,20,30,0,Ref_9,1,Jessica,0,9.8,Dunning08,1,,
10025,Passeriformes,Passeriformes,Hirundinidae,Swallows and martins,156,BL3,Notiochelidon pileata,Notiochelidon pileata,Black-capped Swallow,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_9,D1,Carolina,0,0,0,80,20,0,0,0,Ref_9,1,Jessica,0,12.2,Dunning08,1,,
10028,Passeriformes,Passeriformes,Hirundinidae,Swallows and martins,156,BL3,Atticora fasciata,Atticora fasciata,White-banded Swallow,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_9,A,Carolina,0,0,0,30,20,20,30,0,Ref_9,1,Jessica,0,13,Dunning08,1,,
10029,Passeriformes,Passeriformes,Hirundinidae,Swallows and martins,156,BL3,Atticora melanoleuca,Atticora melanoleuca,Black-collared Swallow,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_9,A,Carolina,0,0,0,30,20,20,30,0,Ref_9,1,Jessica,0,10.8,Dunning08,1,,
10030,Passeriformes,Passeriformes,Hirundinidae,Swallows and martins,156,BL3,Neochelidon tibialis,Neochelidon tibialis,White-thighed Swallow,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_9,A,Carolina,0,0,0,60,40,0,0,0,Ref_9,1,Jessica,0,10.6,Dunning08,1,,
10034,Passeriformes,Passeriformes,Hirundinidae,Swallows and martins,156,BL3,Alopochelidon fucata,Alopochelidon fucata,Tawny-headed Swallow,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_9,A,Carolina,0,0,0,80,20,0,0,0,Ref_9,1,Jessica,0,13.96,Dunning08,1,,
10036,Passeriformes,Passeriformes,Hirundinidae,Swallows and martins,156,BL3,Haplochelidon andecola,Haplochelidon andecola,Andean Swallow,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_9,B,Carolina,0,0,10,70,20,0,0,0,Ref_9,1,Jessica,0,17,Dunning08,1,,
10039,Passeriformes,Passeriformes,Hirundinidae,Swallows and martins,156,BL3,Stelgidopteryx serripennis,Stelgidopteryx serripennis,Northern Rough-winged Swallow,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_9,A,Carolina,0,0,30,70,0,0,0,0,Ref_9,1,Jessica,0,15.69,Dunning08,1,,
10043,Passeriformes,Passeriformes,Hirundinidae,Swallows and martins,156,BL3,Stelgidopteryx ruficollis,Stelgidopteryx ruficollis,Southern Rough-winged Swallow,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_9,A,Carolina,0,0,0,40,60,0,0,0,Ref_9,1,Jessica,0,16.1,Dunning08,1,,
10044,Passeriformes,Passeriformes,Hirundinidae,Swallows and martins,156,BL3,Cheramoeca leucosterna,Cheramoeca leucosterna,White-backed Swallow,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_9,A,Carolina,0,0,0,0,20,20,60,0,Ref_9,1,Jessica,0,14.1,Dunning08,1,,
10046,Passeriformes,Passeriformes,Hirundinidae,Swallows and martins,156,BL3,Pseudhirundo griseopyga,Pseudhirundo griseopyga,Grey-rumped Swallow,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_9,A,Carolina,0,0,0,33,33,33,0,0,Ref_9,1,Jessica,0,10.19,Dunning08,1,,
10052,Passeriformes,Passeriformes,Hirundinidae,Swallows and martins,156,BL3,Riparia riparia,Riparia riparia,Sand Martin,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_9,A,Carolina,0,0,0,40,60,0,0,0,Ref_9,1,Jessica,0,12.68,Dunning08,1,,
10058,Passeriformes,Passeriformes,Hirundinidae,Swallows and martins,156,BL3,Riparia paludicola,Riparia paludicola,Plain Martin,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_9,A,Carolina,0,0,0,0,100,0,0,0,Ref_9,1,Jessica,0,13.5,Dunning08,1,,
10059,Passeriformes,Passeriformes,Hirundinidae,Swallows and martins,156,BL3,Riparia congica,Riparia congica,Congo Martin,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_9,D1,Carolina,0,0,0,30,20,20,30,0,Ref_9,1,Jessica,0,16.5,GenAvg,0,,
10060,Passeriformes,Passeriformes,Hirundinidae,Swallows and martins,156,BL3,Riparia cincta,Riparia cincta,Banded Martin,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_9,A,Carolina,0,0,0,70,30,0,0,0,Ref_9,1,Jessica,0,23.42,Dunning08,1,,
10063,Passeriformes,Passeriformes,Hirundinidae,Swallows and martins,156,BL3,Phedina borbonica,Phedina borbonica,Mascarene Martin,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_9,A,Carolina,0,0,0,30,20,20,30,0,Ref_9,1,Jessica,0,22.18,Dunning08,1,,
10064,Passeriformes,Passeriformes,Hirundinidae,Swallows and martins,156,BL3,Phedina brazzae,Phedina brazzae,Brazza's Martin,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_9,A,Carolina,0,0,0,50,50,0,0,0,Ref_9,1,Jessica,0,13,Dunning08,1,,
10067,Passeriformes,Passeriformes,Hirundinidae,Swallows and martins,156,BL3,Hirundo rupestris,Hirundo rupestris,Eurasian Crag-martin,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_9,A,Carolina,0,0,40,40,20,0,0,0,Ref_9,1,Jessica,0,20.4,Dunning08,1,,
10068,Passeriformes,Passeriformes,Hirundinidae,Swallows and martins,156,BL3,Hirundo obsoleta,Hirundo obsoleta,Pale Crag-martin,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_9,A,Carolina,0,0,0,50,50,0,0,0,Ref_9,1,Jessica,0,10.2,Dunning08,1,,
10069,Passeriformes,Passeriformes,Hirundinidae,Swallows and martins,156,BL3,Hirundo fuligula,Hirundo fuligula,Rock Martin,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_9,A,Carolina,0,0,0,50,50,0,0,0,Ref_9,1,Jessica,0,21.1,Dunning08,1,,
10072,Passeriformes,Passeriformes,Hirundinidae,Swallows and martins,156,BL3,Hirundo concolor,Hirundo concolor,Dusky Crag-martin,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_9,D1,Carolina,0,0,0,30,20,20,30,0,Ref_9,1,Jessica,0,12.96,Dunning08,1,,
10074,Passeriformes,Passeriformes,Hirundinidae,Swallows and martins,156,BL3,Hirundo rustica,Hirundo rustica,Barn Swallow,80,0,0,0,0,0,10,0,10,0,Invertebrate,Ref_9,A,Carolina,0,0,30,30,40,0,0,0,Ref_9,1,Jessica,0,17.91,Dunning08,1,,
10078,Passeriformes,Passeriformes,Hirundinidae,Swallows and martins,156,BL3,Hirundo lucida,Hirundo lucida,Red-chested Swallow,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_9,A,Carolina,0,0,0,50,50,0,0,0,Ref_9,1,Jessica,0,12.96,Dunning08,1,,
10079,Passeriformes,Passeriformes,Hirundinidae,Swallows and martins,156,BL3,Hirundo aethiopica,Hirundo aethiopica,Ethiopian Swallow,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_9,A,Carolina,0,0,0,80,20,0,0,0,Ref_9,1,Jessica,0,13.3,Dunning08,1,,
10080,Passeriformes,Passeriformes,Hirundinidae,Swallows and martins,156,BL3,Hirundo angolensis,Hirundo angolensis,Angola Swallow,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_9,A,Carolina,0,0,0,30,70,0,0,0,Ref_9,1,Jessica,0,17.8,Dunning08,1,,
10081,Passeriformes,Passeriformes,Hirundinidae,Swallows and martins,156,BL3,Hirundo albigularis,Hirundo albigularis,White-throated Swallow,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_9,A,Carolina,0,0,20,60,20,0,0,0,Ref_9,1,Jessica,0,21.8,Dunning08,1,,
10082,Passeriformes,Passeriformes,Hirundinidae,Swallows and martins,156,BL3,Hirundo domicola,Hirundo domicola,Hill Swallow,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_9,A,Carolina,0,0,0,40,60,0,0,0,Ref_9,1,Jessica,0,15.6,PrimScale,1,,
10083,Passeriformes,Passeriformes,Hirundinidae,Swallows and martins,156,BL3,Hirundo tahitica,Hirundo tahitica,Pacific Swallow,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_9,A,Carolina,0,0,0,40,60,0,0,0,Ref_9,1,Jessica,0,17.8,Dunning08,1,,
10087,Passeriformes,Passeriformes,Hirundinidae,Swallows and martins,156,BL3,Hirundo neoxena,Hirundo neoxena,Welcome Swallow,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_9,A,Carolina,0,0,0,80,20,0,0,0,Ref_9,1,Jessica,0,14.7,Dunning08,1,,
10088,Passeriformes,Passeriformes,Hirundinidae,Swallows and martins,156,BL3,Hirundo smithii,Hirundo smithii,Wire-tailed Swallow,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_9,A,Carolina,0,0,0,60,40,0,0,0,Ref_9,1,Jessica,0,12.4,Dunning08,1,,
10092,Passeriformes,Passeriformes,Hirundinidae,Swallows and martins,156,BL3,Hirundo nigrita,Hirundo nigrita,White-throated Blue Swallow,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_9,A,Carolina,0,0,0,40,60,0,0,0,Ref_9,1,Jessica,0,18.3,Dunning08,1,,
10096,Passeriformes,Passeriformes,Hirundinidae,Swallows and martins,156,BL3,Hirundo nigrorufa,Hirundo nigrorufa,Black-and-rufous Swallow,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_9,A,Carolina,0,0,0,80,20,0,0,0,Ref_9,1,Jessica,0,14.2,Dunning08,1,,
10097,Passeriformes,Passeriformes,Hirundinidae,Swallows and martins,156,BL3,Hirundo atrocaerulea,Hirundo atrocaerulea,Blue Swallow,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_9,A,Carolina,0,0,0,40,10,10,40,0,Ref_9,1,Jessica,0,13.8,Dunning08,1,,
10099,Passeriformes,Passeriformes,Hirundinidae,Swallows and martins,156,BL3,Hirundo leucosoma,Hirundo leucosoma,Pied-winged Swallow,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_9,A,Carolina,0,0,0,80,20,0,0,0,Ref_9,1,Jessica,0,17.6,GenAvg,0,,
10100,Passeriformes,Passeriformes,Hirundinidae,Swallows and martins,156,BL3,Hirundo megaensis,Hirundo megaensis,White-tailed Swallow,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_9,A,Carolina,0,0,0,0,33,33,33,0,Ref_9,1,Jessica,0,11,Dunning08,1,,
10101,Passeriformes,Passeriformes,Hirundinidae,Swallows and martins,156,BL3,Hirundo dimidiata,Hirundo dimidiata,Pearl-breasted Swallow,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_9,D1,Carolina,0,0,0,80,20,0,0,0,Ref_9,1,Jessica,0,12.1,Dunning08,1,,
10103,Passeriformes,Passeriformes,Hirundinidae,Swallows and martins,156,BL3,Hirundo cucullata,Hirundo cucullata,Greater Striped-swallow,70,0,0,0,0,0,20,0,10,0,Invertebrate,Ref_9,A,Carolina,0,0,0,80,20,0,0,0,Ref_9,1,Jessica,0,27.1,Dunning08,1,,
10104,Passeriformes,Passeriformes,Hirundinidae,Swallows and martins,156,BL3,Hirundo abyssinica,Hirundo abyssinica,Lesser Striped-swallow,70,0,0,0,0,0,20,0,10,0,Invertebrate,Ref_9,A,Carolina,0,0,0,0,100,0,0,0,Ref_9,1,Jessica,0,13.46,Dunning08,1,,
10105,Passeriformes,Passeriformes,Hirundinidae,Swallows and martins,156,BL3,Hirundo semirufa,Hirundo semirufa,Rufous-chested Swallow,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_9,A,Carolina,0,0,0,70,30,0,0,0,Ref_9,1,Jessica,0,30.1,Dunning08,1,,
10106,Passeriformes,Passeriformes,Hirundinidae,Swallows and martins,156,BL3,Hirundo senegalensis,Hirundo senegalensis,Mosque Swallow,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_9,A,Carolina,0,0,0,0,0,20,80,0,Ref_9,1,Jessica,0,45.35,Dunning08,1,,
10107,Passeriformes,Passeriformes,Hirundinidae,Swallows and martins,156,BL3,Hirundo daurica,Hirundo daurica,Red-rumped Swallow,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_9,A,Carolina,0,0,0,30,20,20,30,0,Ref_9,1,Jessica,0,22.2,Dunning08,1,,
10115,Passeriformes,Passeriformes,Hirundinidae,Swallows and martins,156,IOC27,Hirundo striolata,Hirundo striolata,Striated Swallow,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_9,A,Carolina,0,0,0,30,20,20,30,0,Ref_9,1,Jessica,0,22,Dunning08,1,,
10118,Passeriformes,Passeriformes,Hirundinidae,Swallows and martins,156,BL3,Hirundo preussi,Hirundo preussi,Preuss's Swallow,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_9,A,Carolina,0,0,0,30,20,20,30,0,Ref_9,1,Jessica,0,13.3,Dunning08,1,,
10119,Passeriformes,Passeriformes,Hirundinidae,Swallows and martins,156,BL3,Hirundo rufigula,Hirundo rufigula,Red-throated Swallow,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_9,A,Carolina,0,0,0,40,60,0,0,0,Ref_9,1,Jessica,0,15.9,Dunning08,1,,
10120,Passeriformes,Passeriformes,Hirundinidae,Swallows and martins,156,BL3,Hirundo spilodera,Hirundo spilodera,South African Swallow,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_9,A,Carolina,0,0,0,30,20,20,30,0,Ref_9,1,Jessica,0,20.6,Dunning08,1,,
10121,Passeriformes,Passeriformes,Hirundinidae,Swallows and martins,156,BL3,Petrochelidon pyrrhonota,Petrochelidon pyrrhonota,Cliff Swallow,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_9,A,Carolina,0,0,0,0,0,0,100,0,Ref_9,1,Jessica,0,21.6,Dunning08,1,,
10124,Passeriformes,Passeriformes,Hirundinidae,Swallows and martins,156,BL3,Petrochelidon fulva,Petrochelidon fulva,Cave Swallow,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_9,A,Carolina,0,0,0,0,0,0,100,0,Ref_9,1,Jessica,0,18.95,Dunning08,1,,
10128,Passeriformes,Passeriformes,Hirundinidae,Swallows and martins,156,BL3,Petrochelidon rufocollaris,Petrochelidon rufocollaris,Chestnut-collared Swallow,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_9,B,Carolina,0,0,0,80,20,0,0,0,Ref_9,1,Jessica,0,15.87,Dunning08,1,,
10129,Passeriformes,Passeriformes,Hirundinidae,Swallows and martins,156,BL3,Hirundo nigricans,Hirundo nigricans,Tree Martin,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_9,A,Carolina,0,0,0,0,70,20,10,0,Ref_9,1,Jessica,0,15.4,Dunning08,1,,
10132,Passeriformes,Passeriformes,Hirundinidae,Swallows and martins,156,BL3,Hirundo fluvicola,Hirundo fluvicola,Streak-throated Swallow,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_9,A,Carolina,0,0,0,40,60,0,0,0,Ref_9,1,Jessica,0,9.7,Dunning08,1,,
10133,Passeriformes,Passeriformes,Hirundinidae,Swallows and martins,156,BL3,Hirundo ariel,Hirundo ariel,Fairy Martin,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_9,A,Carolina,0,0,0,0,0,20,80,0,Ref_9,1,Jessica,0,10.84,Dunning08,1,,
10134,Passeriformes,Passeriformes,Hirundinidae,Swallows and martins,156,BL3,Hirundo fuliginosa,Hirundo fuliginosa,Forest Swallow,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_9,D1,Carolina,0,0,0,40,60,0,0,0,Ref_9,1,Jessica,0,17.6,GenAvg,0,,
10137,Passeriformes,Passeriformes,Hirundinidae,Swallows and martins,156,BL3,Delichon urbicum,Delichon urbicum,Northern House-martin,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_9,A,Carolina,0,0,0,0,33,33,33,0,Ref_9,1,Jessica,0,14.5,Dunning08,1,,
10138,Passeriformes,Passeriformes,Hirundinidae,Swallows and martins,156,BL3,Delichon dasypus,Delichon dasypus,Asian House-martin,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_9,A,Carolina,0,0,0,0,0,20,80,0,Ref_9,1,Jessica,0,18,Dunning08,1,,
10139,Passeriformes,Passeriformes,Hirundinidae,Swallows and martins,156,BL3,Delichon nipalense,Delichon nipalense,Nepal House-martin,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_9,A,Carolina,0,0,0,0,0,20,80,0,Ref_9,1,Jessica,0,14.96,Dunning08,1,,
10142,Passeriformes,Passeriformes,Hirundinidae,Swallows and martins,156,BL3,Psalidoprocne nitens,Psalidoprocne nitens,Square-tailed Saw-wing,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_9,A,Carolina,0,0,0,30,20,20,30,0,Ref_9,1,Jessica,0,9.8,Dunning08,1,,
10143,Passeriformes,Passeriformes,Hirundinidae,Swallows and martins,156,BL3,Psalidoprocne fuliginosa,Psalidoprocne fuliginosa,Cameroon Mountain Saw-wing,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_9,D1,Carolina,0,0,0,80,20,0,0,0,Ref_9,1,Jessica,0,12.2,Dunning08,1,,
10144,Passeriformes,Passeriformes,Hirundinidae,Swallows and martins,156,BL3,Psalidoprocne albiceps,Psalidoprocne albiceps,White-headed Saw-wing,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_9,A,Carolina,0,0,0,80,20,0,0,0,Ref_9,1,Jessica,0,11.13,Dunning08,1,,
10150,Passeriformes,Passeriformes,Hirundinidae,Swallows and martins,156,BL3,Psalidoprocne pristoptera,Psalidoprocne pristoptera,Blue Saw-wing,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_9,A,Carolina,0,0,0,50,50,0,0,0,Ref_9,1,Jessica,0,10.3,Dunning08,1,,
10154,Passeriformes,Passeriformes,Hirundinidae,Swallows and martins,156,BL3,Psalidoprocne obscura,Psalidoprocne obscura,Fanti Saw-wing,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_9,A,Carolina,0,0,0,40,60,0,0,0,Ref_9,1,Jessica,0,9.4,Dunning08,1,,
10158,Passeriformes,Passeriformes,Reguliidae,Goldcrests and kinglets,166,BL3,Regulus calendula,Regulus calendula,Ruby-crowned Kinglet,80,0,0,0,0,0,0,0,20,0,Invertebrate,Ref_11,A,Jennifer,0,0,0,50,50,0,0,0,Ref_11,1,Jessica,0,6.19,Dunning08,1,,
10159,Passeriformes,Passeriformes,Reguliidae,Goldcrests and kinglets,166,BL3,Regulus regulus,Regulus regulus,Goldcrest,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_11,A,Jennifer,0,0,0,50,50,0,0,0,Ref_11,1,Jessica,0,5.54,Dunning08,1,,
10161,Passeriformes,Passeriformes,Reguliidae,Goldcrests and kinglets,166,BL3,Regulus goodfellowi,Regulus goodfellowi,Flamecrest,80,0,0,0,0,0,0,0,20,0,Invertebrate,Ref_11,A,Jennifer,0,0,0,50,50,0,0,0,Ref_11,1,Jessica,0,4.1,Dunning08,1,,
10162,Passeriformes,Passeriformes,Reguliidae,Goldcrests and kinglets,166,BL3,Regulus ignicapilla,Regulus ignicapilla,Firecrest,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_11,A,Jennifer,0,0,0,50,50,0,0,0,Ref_11,1,Jessica,0,5.6,Dunning08,1,,
10163,Passeriformes,Passeriformes,Reguliidae,Goldcrests and kinglets,166,BL3,Regulus satrapa,Regulus satrapa,Golden-crowned Kinglet,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_11,A,Jennifer,0,0,0,50,50,0,0,0,Ref_11,1,Jessica,0,6.19,Dunning08,1,,
10167,Passeriformes,Passeriformes,Pycnonotidae,Bulbuls,160,BL3,Spizixos canifrons,Spizixos canifrons,Crested Finchbill,20,0,0,0,0,0,40,0,40,0,Omnivore,Ref_10,A,Carolina,0,0,10,30,30,30,0,0,Ref_10,1,Other,0,44,Dunning08,1,,
10168,Passeriformes,Passeriformes,Pycnonotidae,Bulbuls,160,BL3,Spizixos semitorques,Spizixos semitorques,Collared Finchbill,50,0,0,0,0,0,50,0,0,0,Omnivore,Ref_10,A,Carolina,0,0,0,20,40,40,0,0,Ref_10,1,Jessica,0,39,Dunning08,1,,
