Seq,AOU,English_Common_Name,French_Common_Name,Spanish_Common_Name,ORDER,Family,Genus,Species
1299,5660,(White-winged Junco) Dark-eyed Junco,Junco ardoisÈ (‡ ailes blanches),Junco hyemalis aikeni,Passeriformes,Passerellidae,Junco,hyemalis aikeni
1296,5670,(Slate-colored Junco) Dark-eyed Junco,Junco ardoisÈ (groupe hyemalis),Junco hyemalis hyemalis,Passeriformes,Passerellidae,Junco,hyemalis hyemalis
1297,5671,(Oregon Junco) Dark-eyed Junco,Junco ardoisÈ (groupe oreganus),Junco hyemalis oreganus,Passeriformes,Passerellidae,Junco,hyemalis oreganus
1301,5677,(unid. race) Dark-eyed Junco,Junco ardoisÈ (groupe non identifiÈ),Junco hyemalis,Passeriformes,Passerellidae,Junco,hyemalis
1298,5680,(Pink-sided Junco) Dark-eyed Junco,Junco ardoisÈ (groupe mearnsi),Junco hyemalis mearnsi,Passeriformes,Passerellidae,Junco,hyemalis mearnsi
1300,5690,(Gray-headed Junco) Dark-eyed Junco,Junco ardoisÈ (‡ tÍte grise),Junco hyemalis caniceps,Passeriformes,Passerellidae,Junco,hyemalis caniceps
1302,5700,Yellow-eyed Junco,Junco aux yeux jaunes,Junco phaeonotus,Passeriformes,Passerellidae,Junco,phaeonotus
1281,5730,Black-throated Sparrow,Bruant ‡ gorge noire,Amphispiza bilineata,Passeriformes,Passerellidae,Amphispiza,bilineata
1309,5738,Sagebrush Sparrow,Bruant des armoises,Artemisiospiza nevadensis,Passeriformes,Passerellidae,Artemisiospiza,nevadensis
1310,5739,Bell's Sparrow,Bruant de Bell,Artemisiospiza belli,Passeriformes,Passerellidae,Artemisiospiza,belli
1311,5740,unid. Sagebrush Sparrow / Bell's Sparrow,unid Bruant des armoises / Burant de Bell,Artemisiospiza nevadensis / belli,Passeriformes,Passerellidae,Artemisiospiza,nevadensis / belli
1276,5750,Bachman's Sparrow,Bruant des pinËdes,Peucaea aestivalis,Passeriformes,Passerellidae,Peucaea,aestivalis
1274,5760,Botteri's Sparrow,Bruant de Botteri,Peucaea botterii,Passeriformes,Passerellidae,Peucaea,botterii
1275,5780,Cassin's Sparrow,Bruant de Cassin,Peucaea cassinii,Passeriformes,Passerellidae,Peucaea,cassinii
1269,5790,Rufous-winged Sparrow,Bruant ‡ Èpaulettes,Peucaea carpalis,Passeriformes,Passerellidae,Peucaea,carpalis
1333,5800,Rufous-crowned Sparrow,Tohi ‡ calotte fauve,Aimophila ruficeps,Passeriformes,Passerellidae,Aimophila,ruficeps
1322,5810,Song Sparrow,Bruant chanteur,Melospiza melodia,Passeriformes,Passerellidae,Melospiza,melodia
1323,5830,Lincoln's Sparrow,Bruant de Lincoln,Melospiza lincolnii,Passeriformes,Passerellidae,Melospiza,lincolnii
1324,5840,Swamp Sparrow,Bruant des marais,Melospiza georgiana,Passeriformes,Passerellidae,Melospiza,georgiana
1293,5850,Fox Sparrow,Bruant fauve,Passerella iliaca,Passeriformes,Passerellidae,Passerella,iliaca
1278,5860,Olive Sparrow,Tohi olive,Arremonops rufivirgatus,Passeriformes,Passerellidae,Arremonops,rufivirgatus
1337,5870,Eastern Towhee,Tohi ‡ flancs roux,Pipilo erythrophthalmus,Passeriformes,Passerellidae,Pipilo,erythrophthalmus
1338,5871,unid. Spotted Towhee / Eastern Towhee,unid Tohi tachetÈ / Tohi ‡ flancs roux,Pipilo maculatus / erythrophthalmus,Passeriformes,Passerellidae,Pipilo,maculatus / erythrophthalmus
1336,5880,Spotted Towhee,Tohi tachetÈ,Pipilo maculatus,Passeriformes,Passerellidae,Pipilo,maculatus
1335,5900,Green-tailed Towhee,Tohi ‡ queue verte,Pipilo chlorurus,Passeriformes,Passerellidae,Pipilo,chlorurus
1326,5910,Canyon Towhee,Tohi des canyons,Melozone fusca,Passeriformes,Passerellidae,Melozone,fusca
1329,5911,California Towhee,Tohi de Californie,Melozone crissalis,Passeriformes,Passerellidae,Melozone,crissalis
1328,5920,Abert's Towhee,Tohi d'Abert,Melozone aberti,Passeriformes,Passerellidae,Melozone,aberti
1466,5930,Northern Cardinal,Cardinal rouge,Cardinalis cardinalis,Passeriformes,Cardinalidae,Cardinalis,cardinalis
1468,5935,unid. Northern Cardinal / Pyrrhuloxia,unid Cardinal rouge / Cardinal pyrrhuloxia,Cardinalis cardinalis / sinuatus,Passeriformes,Cardinalidae,Cardinalis,cardinalis / sinuatus
1467,5940,Pyrrhuloxia,Cardinal pyrrhuloxia,Cardinalis sinuatus,Passeriformes,Cardinalidae,Cardinalis,sinuatus
1470,5950,Rose-breasted Grosbeak,Cardinal ‡ poitrine rose,Pheucticus ludovicianus,Passeriformes,Cardinalidae,Pheucticus,ludovicianus
1471,5960,Black-headed Grosbeak,Cardinal ‡ tÍte noire,Pheucticus melanocephalus,Passeriformes,Cardinalidae,Pheucticus,melanocephalus
1477,5970,Blue Grosbeak,Guiraca bleu,Passerina caerulea,Passeriformes,Cardinalidae,Passerina,caerulea
1479,5980,Indigo Bunting,Passerin indigo,Passerina cyanea,Passeriformes,Cardinalidae,Passerina,cyanea
1480,5986,hybrid Lazuli Bunting x Indigo Bunting,hybride Passerin azurÈ x Passerin indigo,Passerina amoena x cyanea,Passeriformes,Cardinalidae,Passerina,amoena x cyanea
1478,5990,Lazuli Bunting,Passerin azurÈ,Passerina amoena,Passeriformes,Cardinalidae,Passerina,amoena
1483,6000,Varied Bunting,Passerin variÈ,Passerina versicolor,Passeriformes,Cardinalidae,Passerina,versicolor
1484,6010,Painted Bunting,Passerin nonpareil,Passerina ciris,Passeriformes,Cardinalidae,Passerina,ciris
1485,6040,Dickcissel,Dickcissel d'AmÈrique,Spiza americana,Passeriformes,Cardinalidae,Spiza,americana
1283,6050,Lark Bunting,Bruant noir et blanc,Calamospiza melanocorys,Passeriformes,Passerellidae,Calamospiza,melanocorys
1458,6070,Western Tanager,Piranga ‡ tÍte rouge,Piranga ludoviciana,Passeriformes,Cardinalidae,Piranga,ludoviciana
1457,6080,Scarlet Tanager,Piranga Ècarlate,Piranga olivacea,Passeriformes,Cardinalidae,Piranga,olivacea
1455,6090,Hepatic Tanager,Piranga orangÈ,Piranga flava,Passeriformes,Cardinalidae,Piranga,flava
1456,6100,Summer Tanager,Piranga vermillon,Piranga rubra,Passeriformes,Cardinalidae,Piranga,rubra
1024,6110,Purple Martin,Hirondelle noire,Progne subis,Passeriformes,Hirundinidae,Progne,subis
1030,6120,Cliff Swallow,Hirondelle ‡ front blanc,Petrochelidon pyrrhonota,Passeriformes,Hirundinidae,Petrochelidon,pyrrhonota
1031,6121,Cave Swallow,Hirondelle ‡ front brun,Petrochelidon fulva,Passeriformes,Hirundinidae,Petrochelidon,fulva
1032,6122,unid. Cave Swallow / Cliff Swallow,unid Hirondelle ‡ front blanc / ‡ front brun,Petrochelidon pyrrhonota / fulva,Passeriformes,Hirundinidae,Petrochelidon,pyrrhonota / fulva
1028,6130,Barn Swallow,Hirondelle rustique,Hirundo rustica,Passeriformes,Hirundinidae,Hirundo,rustica
1014,6140,Tree Swallow,Hirondelle bicolore,Tachycineta bicolor,Passeriformes,Hirundinidae,Tachycineta,bicolor
1016,6150,Violet-green Swallow,Hirondelle ‡ face blanche,Tachycineta thalassina,Passeriformes,Hirundinidae,Tachycineta,thalassina
1013,6160,Bank Swallow,Hirondelle de rivage,Riparia riparia,Passeriformes,Hirundinidae,Riparia,riparia
1020,6170,Northern Rough-winged Swallow,Hirondelle ‡ ailes hÈrissÈes,Stelgidopteryx serripennis,Passeriformes,Hirundinidae,Stelgidopteryx,serripennis
1188,6180,Bohemian Waxwing,Jaseur borÈal,Bombycilla garrulus,Passeriformes,Bombycillidae,Bombycilla,garrulus
1190,6185,unid. Cedar Waxwing / Bohemian Waxwing,unid Jaseur sp.,Bombycilla garrulus / cedrorum,Passeriformes,Bombycillidae,Bombycilla,garrulus / cedrorum
1189,6190,Cedar Waxwing,Jaseur d'AmÈrique,Bombycilla cedrorum,Passeriformes,Bombycillidae,Bombycilla,cedrorum
1192,6200,Phainopepla,PhÈnopËple luisant,Phainopepla nitens,Passeriformes,Ptiliogonatidae,Phainopepla,nitens
942,6210,Northern Shrike,Pie-griËche borÈale,Lanius borealis,Passeriformes,Laniidae,Lanius,borealis
941,6220,Loggerhead Shrike,Pie-griËche migratrice,Lanius ludovicianus,Passeriformes,Laniidae,Lanius,ludovicianus
971,6230,Black-whiskered Vireo,VirÈo ‡ moustaches,Vireo altiloquus,Passeriformes,Vireonidae,Vireo,altiloquus
969,6240,Red-eyed Vireo,VirÈo aux yeux rouges,Vireo olivaceus,Passeriformes,Vireonidae,Vireo,olivaceus
966,6260,Philadelphia Vireo,VirÈo de Philadelphie,Vireo philadelphicus,Passeriformes,Vireonidae,Vireo,philadelphicus
967,6270,Warbling Vireo,VirÈo mÈlodieux,Vireo gilvus,Passeriformes,Vireonidae,Vireo,gilvus
960,6280,Yellow-throated Vireo,VirÈo ‡ gorge jaune,Vireo flavifrons,Passeriformes,Vireonidae,Vireo,flavifrons
962,6290,Blue-headed Vireo,VirÈo ‡ tÍte bleue,Vireo solitarius,Passeriformes,Vireonidae,Vireo,solitarius
961,6291,Cassin's Vireo,VirÈo de Cassin,Vireo cassinii,Passeriformes,Vireonidae,Vireo,cassinii
964,6292,Plumbeous Vireo,VirÈo plombÈ,Vireo plumbeus,Passeriformes,Vireonidae,Vireo,plumbeus
963,6295,unid. Cassin's Vireo / Blue-headed Vireo,unid VirÈo de Cassin / VirÈo ‡ tÍte bleue,Vireo cassinii / solitarius,Passeriformes,Vireonidae,Vireo,cassinii / solitarius
965,6296,unid. Plumbeous Vireo / Cassin's Vireo,unid VirÈo plombÈ / VirÈo de Cassin,Vireo plumbeus / cassinii,Passeriformes,Vireonidae,Vireo,plumbeus / cassinii
950,6300,Black-capped Vireo,VirÈo ‡ tÍte noire,Vireo atricapilla,Passeriformes,Vireonidae,Vireo,atricapilla
952,6310,White-eyed Vireo,VirÈo aux yeux blancs,Vireo griseus,Passeriformes,Vireonidae,Vireo,griseus
959,6320,Hutton's Vireo,VirÈo de Hutton,Vireo huttoni,Passeriformes,Vireonidae,Vireo,huttoni
957,6330,Bell's Vireo,VirÈo de Bell,Vireo bellii,Passeriformes,Vireonidae,Vireo,bellii
958,6340,Gray Vireo,VirÈo gris,Vireo vicinior,Passeriformes,Vireonidae,Vireo,vicinior
1394,6360,Black-and-white Warbler,Paruline noir et blanc,Mniotilta varia,Passeriformes,Parulidae,Mniotilta,varia
1395,6370,Prothonotary Warbler,Paruline orangÈe,Protonotaria citrea,Passeriformes,Parulidae,Protonotaria,citrea
1396,6380,Swainson's Warbler,Paruline de Swainson,Limnothlypis swainsonii,Passeriformes,Parulidae,Limnothlypis,swainsonii
1387,6390,Worm-eating Warbler,Paruline vermivore,Helmitheros vermivorum,Passeriformes,Parulidae,Helmitheros,vermivorum
1391,6410,Blue-winged Warbler,Paruline ‡ ailes bleues,Vermivora cyanoptera,Passeriformes,Parulidae,Vermivora,cyanoptera
1392,6412,Brewster's Warbler (Golden-winged x Blue-winged),Paruline de Brewster,Vermivora cyanoptera x chrysoptera,Passeriformes,Parulidae,Vermivora,cyanoptera x chrysoptera
1393,6413,Lawrence's Warbler (Golden-winged x Blue-winged),Paruline de Lawrence,Vermivora chrysoptera x cyanoptera,Passeriformes,Parulidae,Vermivora,chrysoptera x cyanoptera
1390,6420,Golden-winged Warbler,Paruline ‡ ailes dorÈes,Vermivora chrysoptera,Passeriformes,Parulidae,Vermivora,chrysoptera
1401,6430,Lucy's Warbler,Paruline de Lucy,Leiothlypis luciae,Passeriformes,Parulidae,Leiothlypis,luciae
1403,6440,Virginia's Warbler,Paruline de Virginia,Leiothlypis virginiae,Passeriformes,Parulidae,Leiothlypis,virginiae
1402,6450,Nashville Warbler,Paruline ‡ joues grises,Leiothlypis ruficapilla,Passeriformes,Parulidae,Leiothlypis,ruficapilla
1399,6460,Orange-crowned Warbler,Paruline verd‚tre,Leiothlypis celata,Passeriformes,Parulidae,Leiothlypis,celata
1398,6470,Tennessee Warbler,Paruline obscure,Leiothlypis peregrina,Passeriformes,Parulidae,Leiothlypis,peregrina
1419,6480,Northern Parula,Paruline ‡ collier,Setophaga americana,Passeriformes,Parulidae,Setophaga,americana
1420,6490,Tropical Parula,Paruline ‡ joues noires,Setophaga pitiayumi,Passeriformes,Parulidae,Setophaga,pitiayumi
1417,6500,Cape May Warbler,Paruline tigrÈe,Setophaga tigrina,Passeriformes,Parulidae,Setophaga,tigrina
1193,6510,Olive Warbler,Fauvine des pins,Peucedramus taeniatus,Passeriformes,Peucedramidae,Peucedramus,taeniatus
1424,6520,Yellow Warbler,Paruline jaune,Setophaga petechia,Passeriformes,Parulidae,Setophaga,petechia
1427,6540,Black-throated Blue Warbler,Paruline bleue,Setophaga caerulescens,Passeriformes,Parulidae,Setophaga,caerulescens
1430,6550,(Myrtle Warbler) Yellow-rumped Warbler,Paruline ‡ croupion jaune (groupe coronata),Setophaga coronata coronata,Passeriformes,Parulidae,Setophaga,coronata coronata
1432,6556,(unid. Myrtle/Audubon's) Yellow-rumped Warbler,Par. ‡ croupion jaune (sous-espËce non identifiÈ),Setophaga coronata,Passeriformes,Parulidae,Setophaga,coronata
1431,6560,(Audubon's Warbler) Yellow-rumped Warbler,Paruline ‡ croupion jaune (groupe auduboni),Setophaga coronata audoboni,Passeriformes,Parulidae,Setophaga,coronata audoboni
1421,6570,Magnolia Warbler,Paruline ‡ tÍte cendrÈe,Setophaga magnolia,Passeriformes,Parulidae,Setophaga,magnolia
1418,6580,Cerulean Warbler,Paruline azurÈe,Setophaga cerulea,Passeriformes,Parulidae,Setophaga,cerulea
1425,6590,Chestnut-sided Warbler,Paruline ‡ flancs marron,Setophaga pensylvanica,Passeriformes,Parulidae,Setophaga,pensylvanica
1422,6600,Bay-breasted Warbler,Paruline ‡ poitrine baie,Setophaga castanea,Passeriformes,Parulidae,Setophaga,castanea
1426,6610,Blackpoll Warbler,Paruline rayÈe,Setophaga striata,Passeriformes,Parulidae,Setophaga,striata
1423,6620,Blackburnian Warbler,Paruline ‡ gorge orangÈe,Setophaga fusca,Passeriformes,Parulidae,Setophaga,fusca
1433,6630,Yellow-throated Warbler,Paruline ‡ gorge jaune,Setophaga dominica,Passeriformes,Parulidae,Setophaga,dominica
1435,6640,Grace's Warbler,Paruline de Grace,Setophaga graciae,Passeriformes,Parulidae,Setophaga,graciae
1436,6650,Black-throated Gray Warbler,Paruline grise,Setophaga nigrescens,Passeriformes,Parulidae,Setophaga,nigrescens
1441,6660,Golden-cheeked Warbler,Paruline ‡ dos noir,Setophaga chrysoparia,Passeriformes,Parulidae,Setophaga,chrysoparia
1442,6670,Black-throated Green Warbler,Paruline ‡ gorge noire,Setophaga virens,Passeriformes,Parulidae,Setophaga,virens
1437,6680,Townsend's Warbler,Paruline de Townsend,Setophaga townsendi,Passeriformes,Parulidae,Setophaga,townsendi
1440,6685,unid. Townsend's Warbler / Hermit Warbler,unid Paruline de Townsend / Paruline ‡ tÍte jaune,Setophaga townsendi / occidentalis,Passeriformes,Parulidae,Setophaga,townsendi / occidentalis
1439,6686,hybrid Townsend's Warbler x Hermit Warbler,hybride Paruline de Townsend x ‡ tÍte jaune,Setophaga townsendi x occidentalis,Passeriformes,Parulidae,Setophaga,townsendi x occidentalis
1438,6690,Hermit Warbler,Paruline ‡ tÍte jaune,Setophaga occidentalis,Passeriformes,Parulidae,Setophaga,occidentalis
1416,6700,Kirtland's Warbler,Paruline de Kirtland,Setophaga kirtlandii,Passeriformes,Parulidae,Setophaga,kirtlandii
1429,6710,Pine Warbler,Paruline des pins,Setophaga pinus,Passeriformes,Parulidae,Setophaga,pinus
1428,6720,Palm Warbler,Paruline ‡ couronne rousse,Setophaga palmarum,Passeriformes,Parulidae,Setophaga,palmarum
